Subscribe date,Stagename,Project type,Property kind,Source of lead,Amount,Lost reason,Lost date,Won,Cout du lead
2019-01-24,Gagné,primary_residence,old,,202,,,1,
2019-01-11,Perdu,primary_residence,,,111,A répondu mais ne répond plus (+5 appels),,,
2019-01-07,Perdu,primary_residence,,,242,Test,,,
2019-03-03,Perdu,primary_residence,old,,115,N'a jamais répondu (+5 appels),2019-03-13,,
2019-03-06,Perdu,rental_investment,old,,125,Projet arrêté,2019-07-19,,
2019-03-02,Perdu,rental_investment,old,,140,Projet arrêté,2019-03-28,,
2019-03-13,Perdu,secondary_residence,old,,193,N'a jamais répondu (+5 appels),2019-04-15,,
2019-02-05,Perdu,primary_residence,,,153,Dossier non finançable,,,
2019-01-05,Perdu,primary_residence,,,83,Projet en recherche / Projet lointain,,,
2019-02-25,Perdu,primary_residence,old,,130,N'a jamais répondu (+5 appels),2019-03-06,,
2019-03-19,Perdu,primary_residence,old,,118,Perdu contre autre courtier,2019-08-27,,
2019-02-18,Perdu,primary_residence,,,59,Projet en recherche / Projet lointain,2019-05-06,,
2019-01-21,Perdu,primary_residence,new,,206,A répondu mais ne répond plus (+5 appels),2019-07-16,,
2019-02-02,Perdu,rental_investment,,,62,Perdu contre autre courtier,,,
2019-01-09,Perdu,primary_residence,,,230,Perdu contre autre banque,,,
2019-03-21,Perdu,primary_residence,old,,205,Projet en recherche / Projet lointain,2019-04-04,,
2019-03-26,Perdu,primary_residence,VEFA,,83,Perdu contre autre banque,2019-09-30,,
2019-03-20,Perdu,primary_residence,old,,164,N'a jamais répondu (+5 appels),2019-04-12,,
2019-02-18,Perdu,primary_residence,old,,106,Projet en recherche / Projet lointain,2019-10-03,,
2019-01-22,Perdu,rental_investment,,,103,,,,
2019-02-15,Perdu,primary_residence,,,215,Dossier non finançable,,,
2019-03-17,Perdu,primary_residence,old,,103,Projet arrêté,2019-03-19,,
2019-03-03,Perdu,primary_residence,VEFA,,203,N'a jamais répondu (+5 appels),2019-03-08,,
2019-03-05,Perdu,primary_residence,old,,56,Projet arrêté,2019-06-12,,
2019-01-02,Perdu,primary_residence,,,244,Projet arrêté,,,
2019-01-14,Perdu,primary_residence,old,,208,Perdu contre autre banque,2019-09-18,,
2019-02-26,Perdu,primary_residence,old,,198,Projet arrêté,2019-07-05,,
2019-02-26,Perdu,primary_residence,land_construction,,71,Projet arrêté,2019-05-28,,
2019-01-26,Perdu,primary_residence,,,152,Perdu contre autre courtier,,,
2019-03-04,Perdu,primary_residence,new,,182,N'a jamais répondu (+5 appels),2019-03-25,,
2019-01-04,Gagné,primary_residence,old,,122,,,1,
2019-01-29,Perdu,primary_residence,,,153,A répondu mais ne répond plus (+5 appels),,,
2019-03-29,Perdu,rental_investment,old,,217,Dossier non finançable,2019-05-20,,
2019-03-03,Perdu,primary_residence,land_construction,,80,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-03-05,Perdu,primary_residence,old,,164,Faux email & numéro,2019-03-14,,
2019-01-31,Perdu,primary_residence,,,221,Projet en recherche / Projet lointain,2019-03-20,,
2019-01-18,Perdu,primary_residence,,,211,N'a jamais répondu (+5 appels),,,
2019-02-13,Perdu,primary_residence,,,57,A répondu mais ne répond plus (+5 appels),2019-03-15,,
2019-03-27,Perdu,primary_residence,old,,95,Test,2019-04-02,,
2019-02-10,Perdu,primary_residence,,,91,Projet en recherche / Projet lointain,,,
2019-01-15,Perdu,primary_residence,,,84,A répondu mais ne répond plus (+5 appels),,,
2019-02-05,Perdu,primary_residence,old,,245,Projet en recherche / Projet lointain,,,
2019-02-09,Perdu,rental_investment,,,118,Projet arrêté,,,
2019-01-09,Perdu,primary_residence,,,105,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-01-21,Perdu,primary_residence,,,97,Projet en recherche / Projet lointain,2019-04-04,,
2019-02-16,Perdu,rental_investment,,,209,Faux email & numéro,,,
2019-01-15,Perdu,primary_residence,,,243,Projet en recherche / Projet lointain,,,
2019-03-25,Perdu,primary_residence,old,,117,Projet en recherche / Projet lointain,2019-09-23,,
2019-03-07,Perdu,primary_residence,old,,135,Projet arrêté,2019-03-25,,
2019-03-03,Perdu,primary_residence,VEFA,,62,Perdu contre autre courtier,2019-03-22,,
2019-02-06,Perdu,rental_investment,,,189,A répondu mais ne répond plus (+5 appels),2019-04-25,,
2019-01-25,Perdu,primary_residence,,,80,Faux email & numéro,2019-03-11,,
2019-01-12,Perdu,primary_residence,,,210,Faux email & numéro,,,
2019-03-01,Perdu,rental_investment,VEFA,,175,N'a jamais répondu (+5 appels),2019-03-08,,
2019-02-06,Perdu,primary_residence,,,225,Projet en recherche / Projet lointain,2019-07-18,,
2019-01-22,Perdu,primary_residence,,,150,Projet en recherche / Projet lointain,,,
2019-03-26,Perdu,primary_residence,old,,131,Perdu contre autre courtier,2019-05-09,,
2019-02-16,Perdu,primary_residence,,,172,Test,2019-03-22,,
2019-02-05,Perdu,primary_residence,land_construction,,68,A répondu mais ne répond plus (+5 appels),2019-05-14,,
2019-02-05,Perdu,rental_investment,,,102,Dossier non finançable,,,
2019-01-12,Perdu,rental_investment,,,70,Dossier non finançable,,,
2019-03-28,Perdu,primary_residence,old,,180,Projet arrêté,2019-04-01,,
2019-03-18,Perdu,primary_residence,old,,69,N'a jamais répondu (+5 appels),2019-03-28,,
2019-01-17,Perdu,primary_residence,,,139,Perdu contre autre banque,,,
2019-01-23,Perdu,primary_residence,old,,194,N'a jamais répondu (+5 appels),2019-07-11,,
2019-03-18,Perdu,primary_residence,new,,177,Projet en recherche / Projet lointain,2019-04-15,,
2019-02-04,Perdu,primary_residence,,,62,N'a jamais répondu (+5 appels),,,
2019-01-14,Perdu,primary_residence,,,154,Perdu contre autre banque,,,
2019-02-18,Perdu,primary_residence,,,120,Dossier non finançable,,,
2019-03-24,Gagné,rental_investment,old,,124,,,1,
2019-01-26,Perdu,primary_residence,,,250,Projet en recherche / Projet lointain,,,
2019-02-16,Perdu,primary_residence,,,205,N'a jamais répondu (+5 appels),,,
2019-01-09,Perdu,primary_residence,,,123,Projet en recherche / Projet lointain,2019-06-20,,
2019-01-24,Perdu,rental_investment,,,232,Projet en recherche / Projet lointain,2019-07-23,,
2019-03-12,Perdu,primary_residence,old,,88,Perdu contre autre courtier,2019-03-19,,
2019-02-20,Perdu,primary_residence,,,74,N'a jamais répondu (+5 appels),2019-03-06,,
2019-02-13,Perdu,primary_residence,,,177,Perdu contre autre banque,,,
2019-01-12,Perdu,primary_residence,,,85,N'a jamais répondu (+5 appels),,,
2019-03-03,Perdu,primary_residence,old,,194,N'a jamais répondu (+5 appels),2019-03-15,,
2019-01-17,Perdu,primary_residence,,,57,Projet en recherche / Projet lointain,,,
2019-02-12,Perdu,rental_investment,old,,209,Dossier non finançable,2019-05-17,,
2019-03-29,Perdu,primary_residence,old,,199,N'a jamais répondu (+5 appels),2019-06-06,,
2019-02-05,Perdu,rental_investment,,,160,N'a jamais répondu (+5 appels),2019-09-06,,
2019-01-06,Perdu,primary_residence,,,203,N'a jamais répondu (+5 appels),,,
2019-03-27,Perdu,primary_residence,old,,169,Ne souhaite pas faire ce dossier,2019-05-02,,
2019-03-21,Perdu,primary_residence,old,,106,A répondu mais ne répond plus (+5 appels),2019-07-15,,
2019-02-07,Perdu,primary_residence,,,79,Client extrêmement difficile,,,
2019-03-17,Perdu,rental_investment,old,,241,Perdu contre autre banque,2019-06-17,,
2019-01-08,Perdu,primary_residence,,,226,Dossier non finançable,2019-03-05,,
2019-02-27,Perdu,primary_residence,old,partner4,80,Dossier non finançable,,,
2019-02-26,Perdu,primary_residence,old,partner4,110,,2019-03-05,,
2019-02-23,Perdu,primary_residence,VEFA,partner4,120,Perdu contre autre courtier,2019-03-13,,
2019-02-21,Perdu,primary_residence,,partner4,137,Projet en recherche / Projet lointain,,,
2019-01-04,Perdu,rental_investment,,partner4,110,N'a jamais répondu (+5 appels),,,
2019-02-27,Perdu,primary_residence,old,partner4,187,N'a jamais répondu (+5 appels),2019-03-13,,
2019-01-17,Gagné,rental_investment,old,partner4,198,,,1,
2019-01-18,Perdu,rental_investment,old,partner4,175,Projet arrêté,,,
2019-03-02,Perdu,rental_investment,old,partner4,85,Perdu contre autre banque,2019-03-07,,
2019-01-01,Perdu,primary_residence,,partner4,171,N'a jamais répondu (+5 appels),,,
2019-03-16,Perdu,rental_investment,old,partner4,208,Dossier non finançable,2019-03-19,,
2019-03-02,Perdu,rental_investment,old,partner4,213,A répondu mais ne répond plus (+5 appels),2019-06-11,,
2019-02-16,Perdu,primary_residence,,partner4,231,Perdu contre autre banque,,,
2019-01-31,Perdu,primary_residence,,partner4,179,Perdu contre autre banque,,,
2019-03-17,Perdu,primary_residence,old,partner4,214,Ne souhaite pas faire ce dossier,2019-04-10,,
2019-01-25,Perdu,primary_residence,,partner4,172,A répondu mais ne répond plus (+5 appels),2019-03-15,,
2019-03-20,Perdu,primary_residence,VEFA,partner4,152,Perdu contre autre courtier,2019-03-28,,
2019-03-18,Perdu,rental_investment,old,partner4,83,Dossier non finançable,2019-05-23,,
2019-02-20,Perdu,primary_residence,,partner4,191,Projet arrêté,2019-03-22,,
2019-01-20,Gagné,primary_residence,old,partner4,85,,,1,
2019-03-06,Perdu,primary_residence,old,partner4,79,Projet en recherche / Projet lointain,2019-06-24,,
2019-03-02,Perdu,primary_residence,old,partner4,66,Perdu contre autre courtier,2019-06-21,,
2019-02-07,Perdu,primary_residence,old,partner4,120,Ne souhaite pas faire ce dossier,,,
2019-02-12,Perdu,primary_residence,,partner4,141,N'a jamais répondu (+5 appels),,,
2019-02-05,Perdu,primary_residence,old,partner4,171,Projet en recherche / Projet lointain,,,
2019-02-05,Perdu,primary_residence,,partner4,247,Perdu contre autre banque,,,
2019-02-15,Perdu,primary_residence,,partner4,95,Projet en recherche / Projet lointain,,,
2019-02-15,Perdu,primary_residence,,partner4,143,N'a jamais répondu (+5 appels),,,
2019-02-17,Perdu,primary_residence,old,partner4,156,A répondu mais ne répond plus (+5 appels),2019-07-15,,
2019-02-06,Perdu,primary_residence,,partner4,133,Ne souhaite pas faire ce dossier,,,
2019-01-09,Perdu,primary_residence,,partner4,122,Perdu contre autre courtier,,,
2019-01-28,Perdu,primary_residence,VEFA,partner4,213,Projet arrêté,2019-06-04,,
2019-02-27,Perdu,primary_residence,old,partner4,223,A répondu mais ne répond plus (+5 appels),2019-04-15,,
2019-01-18,Perdu,rental_investment,,partner4,79,N'a jamais répondu (+5 appels),,,
2019-01-30,Perdu,rental_investment,,partner4,92,Faux email & numéro,,,
2019-01-09,Perdu,primary_residence,,partner4,113,Projet en recherche / Projet lointain,,,
2019-01-09,Perdu,primary_residence,,partner4,212,A répondu mais ne répond plus (+5 appels),,,
2019-01-05,Perdu,primary_residence,,partner4,84,Faux email & numéro,,,
2019-02-21,Perdu,primary_residence,,partner4,137,Client extrêmement difficile,,,
2019-03-10,Perdu,primary_residence,old,partner4,177,A répondu mais ne répond plus (+5 appels),2019-08-12,,
2019-02-09,Perdu,rental_investment,,partner4,204,Dossier non finançable,,,
2019-03-13,Perdu,primary_residence,old,partner4,196,N'a jamais répondu (+5 appels),2019-03-25,,
2019-02-20,Perdu,primary_residence,VEFA,partner4,144,Perdu contre autre courtier,2019-03-21,,
2019-03-06,Perdu,primary_residence,old,partner4,87,A répondu mais ne répond plus (+5 appels),2019-08-24,,
2019-02-20,Perdu,primary_residence,,partner4,78,Projet arrêté,,,
2019-01-21,Perdu,primary_residence,,partner4,177,Dossier non finançable,,,
2019-01-06,Perdu,rental_investment,old,partner4,94,Dossier non finançable,2019-04-02,,
2019-03-24,Perdu,primary_residence,old,partner4,207,N'a jamais répondu (+5 appels),2019-05-09,,
2019-01-27,Perdu,rental_investment,,partner4,232,Faux email & numéro,,,
2019-02-12,Perdu,rental_investment,,partner4,88,Dossier non finançable,,,
2019-03-28,Perdu,rental_investment,old,partner4,233,Projet en recherche / Projet lointain,,,
2019-02-05,Perdu,primary_residence,,partner4,54,Doublon,2019-03-05,,
2019-03-03,Perdu,primary_residence,old,partner4,72,N'a jamais répondu (+5 appels),2019-03-14,,
2019-03-09,Perdu,rental_investment,old,partner4,118,Projet arrêté,2019-07-24,,
2019-01-23,Gagné,primary_residence,new,partner4,98,,,1,
2019-01-10,Perdu,primary_residence,old,partner4,94,Dossier non finançable,2019-06-13,,
2019-02-28,Perdu,primary_residence,old,partner4,101,N'a jamais répondu (+5 appels),2019-03-08,,
2019-01-08,Perdu,rental_investment,,partner4,204,Projet arrêté,,,
2019-01-20,Perdu,primary_residence,,partner4,191,Faux email & numéro,,,
2019-02-02,Perdu,primary_residence,,partner4,115,Ne souhaite pas faire ce dossier,,,
2019-02-03,Perdu,primary_residence,old,partner4,177,Dossier non finançable,2019-03-14,,
2019-03-04,Perdu,primary_residence,old,partner4,174,Dossier non finançable,2019-03-07,,
2019-03-14,Gagné,primary_residence,old,partner4,195,,,1,
2019-02-08,Gagné,rental_investment,old,partner4,115,,,1,
2019-02-24,Perdu,rental_investment,old,partner4,99,Projet arrêté,2019-06-27,,
2019-02-05,Perdu,secondary_residence,,partner4,200,N'a jamais répondu (+5 appels),2019-09-11,,
2019-01-12,Perdu,rental_investment,,partner4,207,A répondu mais ne répond plus (+5 appels),2019-04-03,,
2019-03-04,Perdu,primary_residence,old,partner4,226,N'a jamais répondu (+5 appels),2019-03-13,,
2019-01-11,Perdu,primary_residence,old,partner4,231,Ne souhaite pas faire ce dossier,2019-05-06,,
2019-02-05,Perdu,primary_residence,,partner4,175,Projet arrêté,2019-08-26,,
2019-02-24,Perdu,primary_residence,old,partner4,142,N'a jamais répondu (+5 appels),2019-04-05,,
2019-02-06,Perdu,primary_residence,,partner4,55,Test,,,
2019-02-10,Perdu,secondary_residence,,partner4,138,Projet en recherche / Projet lointain,,,
2019-01-21,Perdu,primary_residence,,partner4,194,Projet en recherche / Projet lointain,2019-04-24,,
2019-02-03,Perdu,primary_residence,,partner4,127,A répondu mais ne répond plus (+5 appels),2019-09-05,,
2019-02-20,Perdu,primary_residence,,partner4,130,Faux email & numéro,,,
2019-03-18,Perdu,secondary_residence,old,partner4,208,Perdu contre autre banque,2019-09-10,,
2019-02-12,Perdu,rental_investment,old,partner4,170,Perdu contre autre banque,2019-04-09,,
2019-01-23,Perdu,primary_residence,,partner4,242,Perdu contre autre courtier,,,
2019-01-07,Perdu,primary_residence,,partner4,235,Perdu contre autre courtier,,,
2019-03-04,Perdu,rental_investment,old,partner4,215,A répondu mais ne répond plus (+5 appels),2019-05-02,,
2019-01-05,Perdu,rental_investment,,partner4,63,Projet en recherche / Projet lointain,,,
2019-02-21,Gagné,primary_residence,old,partner4,128,,,1,
2019-01-14,Perdu,rental_investment,,partner4,214,Faux email & numéro,,,
2019-02-22,Gagné,primary_residence,old,partner4,126,,,1,
2019-01-13,Perdu,primary_residence,,partner4,107,Perdu contre autre banque,,,
2019-03-15,Gagné,primary_residence,old,partner4,109,,,1,
2019-03-13,Perdu,primary_residence,old,partner4,146,N'a jamais répondu (+5 appels),2019-03-22,,
2019-01-13,Perdu,primary_residence,,partner4,62,Dossier non finançable,,,
2019-02-19,Perdu,primary_residence,,partner4,122,Test,,,
2019-02-12,Perdu,primary_residence,,partner4,185,Projet en recherche / Projet lointain,,,
2019-02-22,Perdu,rental_investment,,partner4,71,Perdu contre autre courtier,,,
2019-02-06,Perdu,primary_residence,,partner4,163,N'a jamais répondu (+5 appels),,,
2019-03-29,Perdu,primary_residence,old,partner4,196,N'a jamais répondu (+5 appels),2019-06-05,,
2019-02-14,Perdu,rental_investment,,partner4,151,N'a jamais répondu (+5 appels),,,
2019-03-07,Perdu,primary_residence,old,partner4,245,N'a jamais répondu (+5 appels),2019-03-20,,
2019-03-19,Perdu,primary_residence,old,partner4,101,Faux email & numéro,2019-03-20,,
2019-02-06,Perdu,rental_investment,,partner4,139,N'a jamais répondu (+5 appels),2019-03-22,,
2019-01-15,Gagné,secondary_residence,old,partner4,197,,,1,
2019-02-10,Perdu,primary_residence,,partner4,202,A répondu mais ne répond plus (+5 appels),,,
2019-02-26,Perdu,primary_residence,old,partner4,231,A répondu mais ne répond plus (+5 appels),2019-03-30,,
2019-01-31,Perdu,primary_residence,VEFA,partner4,232,Perdu contre autre banque,2019-05-06,,
2019-01-10,Perdu,primary_residence,,partner4,131,Dossier non finançable,,,
2019-03-03,Perdu,primary_residence,old,partner4,222,N'a jamais répondu (+5 appels),2019-03-20,,
2019-02-19,Perdu,primary_residence,,partner4,244,Projet arrêté,,,
2019-01-19,Perdu,primary_residence,,partner4,107,Client extrêmement difficile,,,
2019-02-05,Perdu,primary_residence,old,partner4,112,Projet arrêté,2019-08-22,,
2019-02-09,Gagné,primary_residence,old,partner4,108,,,1,
2019-02-14,Perdu,primary_residence,,partner4,69,N'a jamais répondu (+5 appels),,,
2019-01-12,Perdu,rental_investment,,partner4,232,Perdu contre autre banque,,,
2019-01-12,Gagné,primary_residence,old,partner4,85,,,1,
2019-03-20,Gagné,primary_residence,old,partner4,176,,,1,
2019-02-05,Perdu,rental_investment,,partner4,171,N'a jamais répondu (+5 appels),,,
2019-03-25,Perdu,primary_residence,old,partner4,236,Perdu contre autre banque,2019-05-22,,
2019-02-03,Perdu,primary_residence,old,partner4,208,Dossier non finançable,2019-03-22,,
2019-01-30,Perdu,primary_residence,,partner4,155,Projet en recherche / Projet lointain,,,
2019-01-31,Perdu,primary_residence,old,partner4,222,Perdu contre autre courtier,,,
2019-01-07,Perdu,primary_residence,,partner4,168,A répondu mais ne répond plus (+5 appels),2019-05-14,,
2019-03-28,Perdu,primary_residence,VEFA,partner4,74,N'a jamais répondu (+5 appels),2019-04-29,,
2019-01-05,Perdu,primary_residence,,partner4,132,Projet en recherche / Projet lointain,,,
2019-02-06,Perdu,primary_residence,,partner4,144,Perdu contre autre banque,,,
2019-01-19,Gagné,primary_residence,old,partner4,90,,,1,
2019-01-06,Gagné,primary_residence,old,partner4,148,,,1,
2019-02-22,Gagné,primary_residence,old,partner4,127,,,1,
2019-03-22,Gagné,primary_residence,VEFA,partner4,52,,,1,
2019-01-06,Perdu,primary_residence,,partner4,241,Projet arrêté,,,
2019-03-02,Gagné,rental_investment,old,partner4,125,,,1,
2019-01-03,Perdu,rental_investment,,partner4,210,Perdu contre autre banque,,,
2019-02-12,Perdu,primary_residence,old,partner4,244,Perdu contre autre banque,,,
2019-01-03,Gagné,primary_residence,old,partner4,225,,,1,
2019-02-25,Perdu,primary_residence,old,partner4,109,N'a jamais répondu (+5 appels),2019-03-11,,
2019-02-15,Gagné,primary_residence,old,partner4,149,,,1,
2019-02-05,Gagné,primary_residence,old,partner4,56,,,1,
2019-01-28,Perdu,primary_residence,old,partner4,183,Dossier non finançable,2019-04-10,,
2019-02-21,Perdu,primary_residence,,partner4,160,N'a jamais répondu (+5 appels),2019-03-06,,
2019-02-06,Gagné,rental_investment,old,partner4,209,,,1,
2019-01-26,Gagné,primary_residence,new,partner4,222,,,1,
2019-01-21,Perdu,rental_investment,,partner4,143,Faux email & numéro,,,
2019-03-02,Perdu,rental_investment,old,partner4,77,Projet en recherche / Projet lointain,2019-03-05,,
2019-03-22,Perdu,primary_residence,new,partner4,226,A répondu mais ne répond plus (+5 appels),2019-07-04,,
2019-03-09,Perdu,primary_residence,old,partner4,148,Perdu contre autre courtier,2019-03-21,,
2019-02-08,Perdu,primary_residence,,partner4,146,Perdu contre autre banque,,,
2019-02-23,Perdu,primary_residence,,partner4,157,A répondu mais ne répond plus (+5 appels),2019-05-17,,
2019-03-26,Gagné,rental_investment,old,partner4,190,,,1,
2019-01-03,Perdu,primary_residence,,partner4,155,Faux email & numéro,,,
2019-02-12,Gagné,primary_residence,old,partner4,249,,,1,
2019-01-17,Perdu,primary_residence,,partner4,93,A répondu mais ne répond plus (+5 appels),,,
2019-02-14,Perdu,primary_residence,old,partner4,142,Projet arrêté,2019-09-17,,
2019-02-01,Perdu,primary_residence,,,249,Projet arrêté,2019-03-20,,
2019-01-25,Perdu,primary_residence,,,139,N'a jamais répondu (+5 appels),,,
2019-02-16,Perdu,primary_residence,old,,245,Perdu contre autre banque,,,
2019-01-25,Perdu,primary_residence,,,136,N'a jamais répondu (+5 appels),,,
2019-01-16,Perdu,primary_residence,old,,167,Projet en recherche / Projet lointain,2019-08-02,,
2019-02-05,Perdu,secondary_residence,,,94,Faux email & numéro,,,
2019-02-14,Perdu,primary_residence,,,85,Test,,,
2019-02-08,Perdu,secondary_residence,,,96,N'a jamais répondu (+5 appels),,,
2019-01-22,Perdu,primary_residence,,,173,Dossier non finançable,,,
2019-03-07,Gagné,primary_residence,VEFA,,85,,,1,
2019-02-24,Gagné,primary_residence,old,,74,,,1,
2019-03-22,Gagné,primary_residence,old,,166,,,1,
2019-02-05,Gagné,primary_residence,old,,141,,,1,
2019-03-02,Gagné,primary_residence,VEFA,,110,A répondu mais ne répond plus (+5 appels),,1,
2019-02-25,Perdu,primary_residence,VEFA,,130,Perdu contre autre banque,,,
2019-02-12,Perdu,primary_residence,VEFA,,99,Client extrêmement difficile,2019-04-17,,
2019-02-06,Perdu,primary_residence,,,249,N'a jamais répondu (+5 appels),,,
2019-03-01,Gagné,rental_investment,old,partner4,168,,,1,
2019-01-25,Perdu,primary_residence,,,69,Projet en recherche / Projet lointain,2019-04-25,,
2019-02-18,Perdu,rental_investment,,,86,Ne souhaite pas faire ce dossier,,,
2019-01-31,Perdu,primary_residence,,,159,Perdu contre autre banque,,,
2019-01-18,Perdu,rental_investment,,,209,Ne souhaite pas faire ce dossier,2019-03-18,,
2019-01-10,Perdu,primary_residence,,,102,Perdu contre autre banque,,,
2019-02-17,Perdu,rental_investment,,,214,Dossier non finançable,,,
2019-01-27,Gagné,primary_residence,old,,141,,,1,
2019-02-12,Perdu,primary_residence,,,218,Perdu contre autre banque,,,
2019-01-10,Gagné,rental_investment,old,,201,,,1,
2019-02-25,Perdu,rental_investment,old,,54,Projet en recherche / Projet lointain,2019-04-12,,
2019-01-11,Perdu,primary_residence,,,102,Perdu contre autre courtier,,,
2019-03-14,Perdu,primary_residence,old,,151,A répondu mais ne répond plus (+5 appels),2019-07-09,,
2019-03-22,Perdu,primary_residence,old,,249,Perdu contre autre courtier,2019-04-01,,
2019-01-03,Perdu,primary_residence,,,167,Perdu contre autre banque,,,
2019-03-11,Perdu,primary_residence,old,,235,A répondu mais ne répond plus (+5 appels),2019-06-11,,
2019-03-06,Perdu,rental_investment,old,,136,Projet en recherche / Projet lointain,2019-03-15,,
2019-02-02,Perdu,rental_investment,old,,178,N'a jamais répondu (+5 appels),2019-04-29,,
2019-03-10,Perdu,primary_residence,old,,234,N'a jamais répondu (+5 appels),2019-03-15,,
2019-01-20,Perdu,primary_residence,land_construction,,57,Ne souhaite pas faire ce dossier,2019-04-19,,
2019-02-07,Gagné,primary_residence,VEFA,,183,,,1,
2019-02-28,Gagné,rental_investment,VEFA,,139,,,1,
2019-03-04,Gagné,primary_residence,VEFA,,116,,,1,
2019-01-08,Perdu,primary_residence,,,144,Projet en recherche / Projet lointain,,,
2019-03-13,Gagné,primary_residence,old,,184,,,1,
2019-02-19,Perdu,rental_investment,old,,222,Perdu contre autre banque,2019-03-29,,
2019-02-13,Perdu,primary_residence,,,123,Projet en recherche / Projet lointain,2019-05-06,,
2019-02-09,Perdu,primary_residence,,,245,Faux email & numéro,,,
2019-02-22,Gagné,rental_investment,old,,103,,,1,
2019-01-05,Perdu,primary_residence,,,50,N'a jamais répondu (+5 appels),,,
2019-02-23,Perdu,primary_residence,,,188,A répondu mais ne répond plus (+5 appels),2019-03-20,,
2019-03-02,Perdu,primary_residence,new,,198,N'a jamais répondu (+5 appels),2019-03-13,,
2019-02-01,Perdu,primary_residence,,,236,Perdu contre autre banque,,,
2019-01-20,Perdu,primary_residence,,,193,N'a jamais répondu (+5 appels),,,
2019-03-14,Gagné,rental_investment,old,,133,,,1,
2019-01-08,Perdu,primary_residence,,,223,Ne souhaite pas faire ce dossier,,,
2019-02-07,Perdu,primary_residence,,,192,Perdu contre autre courtier,,,
2019-01-28,Perdu,primary_residence,,,110,Perdu contre autre banque,,,
2019-01-30,Perdu,primary_residence,,,83,Test,,,
2019-02-08,Gagné,primary_residence,old,,177,,,1,
2019-02-17,Gagné,rental_investment,old,,141,,,1,
2019-01-03,Perdu,primary_residence,,,142,A répondu mais ne répond plus (+5 appels),,,
2019-03-13,Perdu,primary_residence,land_construction,,198,N'a jamais répondu (+5 appels),2019-10-03,,
2019-02-05,Perdu,primary_residence,,,197,A répondu mais ne répond plus (+5 appels),2019-03-13,,
2019-03-22,Perdu,primary_residence,old,,247,A répondu mais ne répond plus (+5 appels),2019-06-27,,
2019-01-02,Perdu,primary_residence,,,174,Projet arrêté,2019-03-22,,
2019-01-20,Perdu,secondary_residence,,,66,Perdu contre autre banque,,,
2019-01-24,Perdu,primary_residence,,,240,N'a jamais répondu (+5 appels),,,
2019-03-15,Perdu,primary_residence,new,,179,N'a jamais répondu (+5 appels),2019-03-27,,
2019-01-07,Perdu,primary_residence,,,170,Projet en recherche / Projet lointain,,,
2019-02-20,Perdu,primary_residence,,,82,Test,,,
2019-02-05,Gagné,primary_residence,old,,61,,,1,
2019-03-12,Gagné,primary_residence,old,,65,,,1,
2019-02-26,Gagné,rental_investment,new,,55,N'a jamais répondu (+5 appels),,1,
2019-02-19,Perdu,rental_investment,,,118,Dossier non finançable,,,
2019-02-13,Perdu,primary_residence,,,225,Dossier non finançable,,,
2019-03-13,Gagné,primary_residence,VEFA,,249,,,1,
2019-01-03,Gagné,primary_residence,old,,149,,,1,
2019-03-29,Gagné,primary_residence,old,,94,,,1,
2019-03-02,Gagné,rental_investment,old,,116,,,1,
2019-03-14,Perdu,primary_residence,old,,129,Perdu contre autre courtier,,,
2019-03-09,Gagné,rental_investment,old,,192,,,1,
2019-03-08,Perdu,primary_residence,old,,88,Faux email & numéro,2019-03-15,,
2019-02-25,Perdu,primary_residence,new,,166,N'a jamais répondu (+5 appels),2019-04-11,,
2019-01-06,Perdu,primary_residence,,,98,N'a jamais répondu (+5 appels),2019-03-08,,
2019-02-07,Perdu,primary_residence,old,,106,N'a jamais répondu (+5 appels),2019-10-02,,
2019-03-21,Perdu,rental_investment,old,,147,A répondu mais ne répond plus (+5 appels),2019-08-28,,
2019-01-18,Perdu,primary_residence,,,204,Faux email & numéro,,,
2019-01-02,Perdu,primary_residence,,,95,Perdu contre autre banque,,,
2019-01-19,Gagné,primary_residence,old,,247,,,1,
2019-03-26,Gagné,secondary_residence,old,,119,,,1,
2019-02-17,Perdu,primary_residence,,,96,Faux email & numéro,,,
2019-03-28,Gagné,primary_residence,old,,111,,,1,
2019-03-05,Perdu,primary_residence,old,,103,Perdu contre autre banque,2019-09-19,,
2019-03-02,Gagné,primary_residence,VEFA,,173,,,1,
2019-01-09,Perdu,primary_residence,,,65,Dossier non finançable,,,
2019-01-02,Perdu,primary_residence,,,188,N'a jamais répondu (+5 appels),,,
2019-02-13,Perdu,rental_investment,old,,53,Perdu contre autre banque,2019-09-26,,
2019-02-09,Perdu,rental_investment,,,76,Ne souhaite pas faire ce dossier,2019-05-02,,
2019-01-18,Perdu,primary_residence,,,90,Perdu contre autre banque,2019-03-27,,
2019-01-15,Perdu,primary_residence,,,67,Perdu contre autre banque,,,
2019-03-02,Perdu,rental_investment,old,,127,,2019-03-11,,
2019-01-05,Perdu,rental_investment,,,164,N'a jamais répondu (+5 appels),2019-03-22,,
2019-02-20,Gagné,rental_investment,VEFA,,211,,,1,
2019-01-18,Gagné,primary_residence,old,,181,,,1,
2019-02-15,Gagné,primary_residence,old,,89,,,1,
2019-02-14,Perdu,rental_investment,,,155,Dossier non finançable,,,
